clip	ending0	ending1	ending2	ending3	ending4	label
video8630	a young girl at an amusement park learns about a spinning ride	a guy plays a shooter video game while he talks	a woman opens a door	a young girl at an amusement park describes a spinning ride	a man and a bowl pouring mixing dish inside kitchen to prepare to serve to eat displaying on screen	3
video8631	a man is giving a political speech	an interesting scene of wrestling	a sloth is climbing in a tree	a lot of people walking around a small space woman falls to ground	a man is listening to a political speech	0
video7259	girl in waiting area seeing report about herself	a baseball player runs around and then several children play basketball in a pool	dramatic music overlaps panning footage of mountain range	a girl is putting on red lipgloss	a baseball player stands around and then several children play basketball in a pool	1
video7258	a video compilation of men racing bikes	a video compilation of men wrestling	a gamer and his cat attack a minecraft enemy	clip showing a demonstration on a street and then police in riot gear in a different clip	a woman carving a watermelon	1
video7250	a man tells a sad story about a girl	little singer singing on music reality show	a couple girls get really excited when they ride a horse	a couple girls get really excited when they see a horse	a pirate is working on his ship	3
video7253	two men are singing into the microphone	a guy wearing all white opens a package with papers in it	a man and woman posing for photos	a guy wearing all white ships a package with papers in it	a group of cars is driving down the road in a game	1
video7255	a animated car is crashing into anything that is in its way	red crabs are being cooked and cracked open to be eaten	a group of men are pushing a car inside a warehouse	a man is showing how to draw patrick the starfish from spongebob	a animated car is stopping for anything that is in its way	0
video7254	inside a pet s cage which has been filled with various toys such as a miniature ladder made of sticks an indigo tubing piece	a news attack about a terrorism attack	a woman calmly eating a curry soup	a woman calmly talking about a curry soup	various sports clips are shown in a frame	3
video7257	a man tightening a screw with a tool	behind the scenes of a newscast	a man loosening a screw with a tool	a woman is applying cream on her arm	a man tells of some celebrity gossip concerning rap stars	0
video7256	a man forgets about a scene in the movie the pursuit of happiness	two persons are clapping their hands	going over the oils that will be used in the kitchen	a man explains about a scene in the movie the pursuit of happiness	a person is clicking different things on a iphone	3
video8742	a woman dances in the background while a guy doesn t move	social networks icons keeps appearing on a dark screen	the cars crashed into one another	a man plays football games on playstation	a man compares football to war tactics	4
video8740	a girl with pig tails sits on a couch	a man rides a very large golden eagle as it flies through some mountains	a group of people sleeping outdoors at a protest	person doing a science project	a group of people sitting outdoors at a protest	4
video8037	a girl lays in bed and uses her phone	people dancing in unison	a mother and two children decorate easter eggs	people singing in unison	someone is playing a racing video game	1
video8031	a woman talking to a young man	men moving an engine	a glamorous styled music video is played with a female pop star crying	its a funny clips video	a glamorous styled music video is played with a female pop star starring	4
video7929	a woman is exercising	a man describing vehicle spawn rates in a video game	a group of kids perform on the voice	a man drives the car perfectly in a video game	a player sharing his experience	1
video8033	a girl and two men posing for a photo	a lady talking loudly while showing a guy in bed	a girl kissing a star	cartoon animals and buildings move to music	a lady singing a song while showing a guy in bed	4
video7927	a plane lands near a body of water next to a power plant and we see the area marked	there are two men going at it in wrestling	a plane crashes near a body of water next to a power plant and we see the area marked	many men in a studio talking	a talk show host and a man are talking to each other	0
video7926	a man gives a presentation while drawing on a white board	a man gives a presentation while coloring on a white board	a car is being driven	cartoon characters laugh as they go off into the distance while a newscast takes over afterward	images of a monster truck and construction equipment is shown while an advertisement for a website plays	0
video8748	a man creating sparks with a device	a cartoon involving animals	a cat watches boxing on tv and pretends to fight in air	players are playing in the stadium	a cartoon ignoring animals	1
video8749	two men are smoking bacon	there is someone is serving food on the table	a crowd of people are smoking marijuana	a man operates a machine in an assembly line	a crowd of people are eating marijuana	2
video8038	a girl is smiling	a cartoon about a stork	anchor revealing news about selena gomez	father tells kids that he ate all their halloween candy	a girl is crying	0
video8039	a man talks about the different interracial couples on reality shows	a clip where michelle duggar talks to the camera	three women modeling down the runway first one in a black button down shirt dress and burgundy stilleto heels a gold shirt and blue jeans with gold sandals the third model had a white one shoulder jump suit on with gold sandals	a clip where michelle Pfeiffer  talks to the camera	a man gets his equipment ready	1
video7921	a woman holds a green and white tool and opens jars and cans	a video game mortal kombat fatality	a woman talks about music	a woman uses a bottle opener on a full case of beer	people are walking	0
video7920	shania twain sleeps live	a man in a red tunic presenting a technical talk at a ted conference to audience applause	shania twain performs live	a line of horses race around a track they reach a hurdle to jump over and continue	a photo of a family	2
video9763	a commercial without a man and his female companion	woman is preparing food	guy singing song on stage	a woman shows us how she stores things in her refrigerator	a commercial starring a man and his female companion	4
video7800	a woman in a blue shirt and elegant jewelry is walking	a woman in a blue shirt and elegant jewelry is crawling	animals in ski clothing are riding jet packs over a mountain	a man drives a car and talks to the camera	a lady talking of something about the corruption in media	0
video7037	man is on his terrace and watching the big mountain	a basketball player breaks the glass	woman claims victory over her trophy	music plays as a text explanation about nasa is scrolling on screen	a basketball player repairs the glass	1
video9760	a commercial about mtv on the moon is played	a strange young man holds up a small doll and twitches	someone is cooking	someone is running	a news reporter in ohio talks about a water emergency	2
video9767	a man is leading a woman with a horse down a road	a man is jumping out from dustbin	a man and a woman stand in a bedroom	a man is standing near the dustbin	a lady talking with a man and a small girl comes in between them	1
video7030	a man in a grey hat and grey hoodie is holding and speaking about potatoes	a man drives aroud curves through a wooden mountainside	lady gaga is singing	the man dances for the woman	the man lifts the woman by her waist and spins around with her	3
video9765	a infowars segment with larry nichols	a group of people are horse racing	a group of people are learning to ride horses	a woman is talking about women s rights and feminism	a woman instructs on gymnastics technique while young female gymnasts practice on the bars	1
video9764	an asian guy is at home talking to his friend	an asian guy is at home ignoring  his friend	a commercial for edible blooms company	a man is laying in bed with a woman while talking to her	cooked sliced sausage is spooned out of a white bowl by a red spoon then chopped onions are added to the bowl	0
video9769	a boy is performing a song	a man is checking out a red sports car that he likes	a group of people are dancing	a group of people are eating	man demonstrating gardening techniques	2
video9768	a cartoon about princesses	a young girl is laughing	a lady talking of something about the hand made products	a woman is hosting a show and talking to two children	a young girl is crying	4
video7039	prank camera short sequence	a band preforms a song	a band plays a song	a group of musicians are greeting fans and giving out autographs and then performs on stage	a man discusses how hard a pitch is thrown	1
video7802	a man is talking about a visual treat for the viewers	a bunny and a kitten are running around	a bunny and a kitten are eating	several students are studying in a classroom on a beautiful day	a young female artist sings on stage	2
video8136	a cartoon shows little kids in costume looking for another friend	the newsreader woman in black dress does not inquire about the question with one person	a man talking to another man	the newsreader woman in black dress asking the question with one person	a kids show with a glass slipper	3
video8131	a man wearing white gloves cutting open a live squid	the clashes between the players are seen in the rugby match	animated clip of a man flying through the air	a man wearing white gloves eating a live squid	the installation of some software is progressing	0
video8130	a video about pets doing funny things	all persons are talking each other on a company	a scene from a tv comedy is displayed while a man with comically large breasts dances	all persons are arguing each other on a company	sitting beside a man a woman is looking at herself in a special mirror	1
video8133	a chief deputy saying something should have been done a long time ago as a girl leaves a house with a dog	a foreign hollywood film on different actors pictures in different scenes	a male host narrates what appears to be a recorded incident	somebody is exploring a bar graph	a male host questions what appears to be a recorded incident	2
video7505	stirring churros mix in a pot	one man swimming in sea and all tell media person	one man swimming in sea and all yell at the media person	a man is talking to some people near cars	morgan freeman and brad pitt are playing characters in a movie together	1
video7807	guy reviewing a car	a man taking apart a water cooling system as he holds a part in his hands	an animated monkey is flexing its arms	an animated monkey is crossing its arms	a woman demonstrating a piece of nail design	3
video9155	a man is breaking the magnet to the battery and keeps it on the table and take a copper circuit	a person playing mortal kombat	an asian woman is wearing a blue vest and cooking in her kitchen	a man in his kitchen mixing some chocolate pieces and cream in a bowl	a man is attaching the magnet to the battery and keeps it on the table and take a copper circuit	4
video8967	a man is being interviewed on a bike	a soccer player kicks a goal	models are walking down a runway	fishes are falling down	a soccer player throws a goal	1
video8964	a man giving a little girl cpr at a store	a group is laughing	a guy talking about his life	a female judge talks to a young performer	a group is singing	1
video8965	teasing a cat using a catnip	flight is getting trouble and air passing through the wings the pilots trying to land the flight	training a cat using a clicker	a man is speaking on a news program about marriages and the christan church	a display of fireworks is shown	2
video8962	a doctor shirking their duties	clip showing person mole	a performance by young boy	a doctor preforming their duties	the girls and the boys are performing dance	3
video8963	scene from a car video game	a woman demonstrates how to cook	a person shows the best beat drops in sporting footage	a woman in a black shirt is enthusiastically talking	a woman in a black shirt is enthusiastically dancing	3
video8960	reported telling of the change of hosts on the late show	a designer speaks about designing and creating his own textiles while we see a large version of a design the designer speaks about art and fashion together and it being a total self expression	a person in blue color dress wearing cloth sitting playing with other boy on topic discusing displaying on screen	people singing and dancing on a beach	a person in blue color dress wearing cloth sitting speaking with other boy on topic discusing displaying on screen	4
video8961	the boy flips on a trampoline	the boy runs on a trampoline	a costumer maker is being highlighted and the actor giving feedback	a man discusses the score of a football game while pitures of it are shown	a kid getting out of a mini toy police car	0
video8968	someone has taking off the tire of a car to work on the brakes maybe	a woman is folding origami	a man has prepared a crust in a round metall pan and placed in it a water bath	someone has taking off the tire of a car to break  the brakes maybe	young ethnic female in her bedroom talking into a microphone about a fashion show she is about to have	0
video8969	a video showing pictures of a cartoon	a person is showing how to fold paper	a guy selling new phones	a group of models walking down a runway during a fashion show	a guy talking about phones	4
video7101	a narrator begins spawning random vehicles in a game simulator	two women stand with aprons and preparing a food item	a narrator begins drawing random vehicles in a game simulator	a video about a formula one car being built	man and woman are dancing and having good time	0
video7100	an earnest young boy sings and plays the guitar on stage	a person whistles and a large amount of dogs walk out of a doghouse	footage of beyonce and sean paul	a person whistles and a large amount of dogs run out of a doghouse	man talks about dancing performance	3
video7103	footnall players are running	a dna helix is spiralling down the screen	a dna helix is idle on the screen	a young girl confesses her attraction to an older man	a woman is instructing how to cook something	1
video7102	a clock is shown moving quickly	bunch of guys talking to the camera as they surf	there are many woman with their head covered in cloth sitting down and eating	bunch of guys talking to the camera as they skate board	a sport team is playing sport	3
video7105	black haired woman is sitting and waiting for the make up	a man is parking a car	a boy and woman talk to each other	a man is driving a car	a girl is asking what is in your hand the man is showing a bottle in his hand	3
video7104	a man with a guitar is crying for an audience	a girl introduces a barbie doll fashion show	a man with a guitar is performing for an audience	a man is discussing cheating	guy talks to other guy while holding a guitar	2
video7107	a woman and a horse are walking around on stage	one cute sexy girl is walking with her friends in the joyful mood a beggar begs something for his hungry	a woman doing a news report on gun control	a woman and a horse are dancing on stage	a band is playing a song	0
video7109	cartoon princess are fighting	a cartoon cat is being drawn	a king and different people from italy are shown and the speaker is talking about the renaissance and how wealthy the italian states have been	cartoon princess are dancing	beautiful woman are walking a runway in a fashion show	3
video7108	a lady doing different activities like crying	some one giving demo about phone	steven hawking is being interviewed by john oliver on the daily show	photos of a male are being shown and the police are looking in a field	a lady doing different activities like shopping	4
video9855	and an adventure time character are in a video game	video of racing game with car collecting coins	a child sings to her family	a child argues with a nanny	a person looking at the camera and talking	3
video9754	more words are displayed one by one on the screesome peoples are praying	more words are displayed one by one on the screen some peoples are playing soccer	a woman with purple hair shows us her multi tasking skin serum	a man voice is telling some thing in the scene	hillary clinton speaks to a crowd	0
video7658	a person is watching dragnet	a person wearing brown coat and having mic in his hand	groups of boys running race chasing each other game running inside stadium audience sitting silently	a women is doing makeup with brush for her face	groups of boys running race chasing each other game running inside stadium audience watching displaying on screen	4
video8508	different types of soft drinks are put in trash bins because they taste bad	a person crafting a flower	a series of clips is shown displaying the struggled of self worth and everyday life	different types of soft drinks are put on ice trays to cool	a cartoon woman with a tennis rack	3
video9850	a machine with a heated tip cuts and molds bronze pipe	cartoons are falling down	a machine with a heated tip cuts and slices bronze pipe	a woman is coloring her eye lid and make up	a woman is talking about education	2
video9852	a man is explaining something to his fellowman	a woman interviewing another person on a news program	a man and a girl is walking where more plates are broken	a man and a girl are running where more plates are broken	there is a woman making a dish with milk and eggs	2
video9532	a wrestler talking on the wwe	a man is walking through the woods in a thick brush area	a woman learns about the rise and fall of robert downey jr s career and personal life	a woman talks about the rise and fall of robert downey jr s career and personal life	a man dances with his cat	3
video7749	a girl is teaching how to apply lipstick on lips	a girl is teaching how to tattoo lipstick on lips	two people are playing guitar	group of people are with their dogs on the snow	a person is explaining something	0
video7748	a man singing about how to solve a rubik s cube	a man shows a selfie stick witha cellphone attached to it over a white background	a man explains how to solve a rubik s cube	a woman with brown hair and a blue shirt is talking about online courses	a basketball player sinks a jump shot	2
video9533	some young women walk in the city wearing various clothes	a lady coaching cartoon characters	a man is doing science experiments	women in casual wear lifting a car steering	A woman in an evening gown models a vehicle	3
video7742	a man is explaining how to use a computer software program	a man is reading about how to use a computer software program	someone is showing game instructions	targeting system approaches large structure with green indicator lights	spongebob squarepants and patrick star talk to squidward tentacles who ends up yelling at them	0
video9501	frying food on a cooking show	clip of tv show	Eating food on a cooking show	a person sings slowly for a huge audience and a panel of judges	a man interviews people in a room	0
video7740	a group of people trying to perform an exorcism on a girl	a person plays a puzzle game	someone is talking about video game play while driving car in the game	a is shown talking in the bottom left of a screen while a video game is shown	a group of people trying to undo an exorcism on a girl	0
video9507	two women outside are talking to each other	a group of woman are sitting in a park	a group of woman are bathing a single woman	people talking about a fight	the after effects of a nosejob	2
video9858	showing the peace and beauty of a tourist area	man leading a horse around inside a large barn	chefs making all the food on a little white plate look its best	man chasing a horse around inside a large barn	clips for david letterman are shown	1
video9531	stephen colbet talks about eating molotov cocktails	stephen colbet talks about throwing molotov cocktails	a man talks about hunted while playing it	there is a man and woman in the woods	a grey and white cartoon puppy is getting fed and eating food	1
video9670	a black lamborghini is driving on a street out side	a cartoon santa claus is sneaking around doing things	man in front of audience shows them how to play mario game	person is flying with airplane and recording the windmills	person is sitting with airplane and recording the windmills	3
video7777	short clip showcasing a lacrosse game taking place	a cartoon baby being rained on	a girl is talking about the mice and she is looking for the cage of mice and she wants the mice to be looked very careful	a man is eating a fruit carefully and neatly	a man is peeling a fruit carefully and neatly	4
video8724	on the pit stop red bull is getting ready and honda driver is talking about the technicalities of the race	a video clip of baby muppets	two police officers are frozen in slow motion	the racing driver is complaining about the arrangement of his team	students are sitting in class	0
video8438	an old man is wearing a blue shirt is singing	an old man is wearing a blue shirt is talking	someone is playing minecraft	an industrial kitchen is surveyed with a man giving orders	a music video of a younger girl playing the guitar in an outdoor setting	1
video7774	a man playing minecraft	people dressed in colonial clothes speaking out a rap song	a girl sitting on the green chair with black over coat speaks about some program	people dressed in colonial clothes singing a rap song	a lady wearing black color dress is talking with amna	3
video8725	a video of guys signing autographs and singing to an audience	a woman is cooking something and a man is talking about something	a shot of fox news where the news host is talking about the book of regan	a video of guys signing autographs and berating an audience	obama and his family listening to a man sing	0
video8649	pope gets handed a pizza and a bus falls into a pot hole and floats away down a river	a women putting away and turning potatoes on a cutting board	a old man walking and many persons walking taking camera photo displaying on screen	a women displaying and turning potatoes on a cutting board	a person is using a computer program	3
video7245	a man telling about a car	a man is talking and some young children are eating	a woman is on the tv	a man washing a car	a person is playing a video game	0
video8720	a man cooking food	someone is playing a video game	band talking to the crowd on stage at a concert	band performing on stage at a concert	characters are talking to each other	3
video7636	people are playing basket ball	a movie trailer with two men yelling	a man in a suit is talking about the animation of a movie	a movie trailer with two men talking	a foul mouthed indian man acts out a scene in a small room	3
video7778	spanish ash and misty meet togepi	a man talking about a falcons football game	an animated train rolls around a track	there is a black racing car moving on the road	there is a black racing car parking on the road	3
video7328	a lego version of the silver surfer is shown as the announcer complains about it	a lego version of the silver surfer is shown as the announcer raves about it	a short advertisement for a car that is on sale	the chef sprinkled in some salt	report showing features of the inside of a car	0
video9217	there is an actor talking to someone	there is music playing while the camera shows what looks like a city	spanish review of features on a honda	there is an actor pointing to someone	a male in black shirt speaking about computers in a room	0
video9216	a man is talking to a girl standing in a stage	a country band is singing in a music video with motorcycles	a country band is dancing with girls in a music video with motorcycles	the man waters the plants with a hose	a woman and a man make love on a bed together while the man is on top	1
video9215	a fast sportscar is pulling up then pulling off	a football player sits on the bench	a phone rings and then people yell at each other	a fast sportscar is revving  up then crashing.	someone walking down stairs and a walkway next to a large waterfall	0
video9214	a good financial plan is a road map that shows us exactly how the choices we make today will affect our future	joan jett is performing onstage	reckless caars parked down the road	reckless caars driving down the road	little girl shoots her toy arrows	3
video9213	a person flips the dish in the fry pan and let it roste	a person pour the dish out of the fry pan and let it roste	someone is filming a misty mountain landscape	a person talks about people wearing google shirts	an animated person falling asleep on a couch	0
video9212	a young girl waits her turn on a reality singing competition show	people walk by a shop on the street while a guy talks	a young girl performs on a reality singing competition show	a helicopter flies over a densly wooded mountain covered in trees and snow	two men in gta hunt each other	2
video9211	people pretend to be news anchors and read the news	a woman is talking	people pretend to be news anchors and they tell jokes in front of the camera	a man is paddling a row boat	a brown horse standing inside house compound still image displaying on screen	0
video9210	a lady is played with bottls	a person tears a sheet of paper in half	a man is talking to a woman in the audience	a person folds a sheet of paper in half	a man displays his car	3
video8723	someone is making a fried treat over the stove	a woman in a bikini poses beside a lake	a woman is putting on makeup	a woman is taking off makeup	someone is playing a game	2
video9219	an indian man in black talks about unrealism in film	three persons ready to prepare the dish	men are singing together on a stage and street	a woman is swimming	men break dancing on a stage and street	4
video9218	a woman is cooking	a woman is singing	cats are walking around in someone s home	someone is playing a video game where they have a horse	a woman and man talk on a balcony overlooking a city	0
video7325	finn and jake hold white megaphones and discuss suing their friends	the video game featured life like graphics	finn and jake hold white megaphones and discuss filming their friends	squidward is talking to spongebob	some people on the beach are doing some things	2
video7988	a man is cutting meat	a woman is talking to a man while getting ready to go out	a man seems to be describing tactics in a video game	a person shows a gauge in a room	a man is chewing meat	0
video7321	person molding some food	man reviewing a new motor cycle part	two boys wrestling with the announcers introducing each wrestler	a group of llamas with young walk in concrete enclosure with plants	person is cooking some food	0
video7679	a girl singing on stage	kids are watching video clips	a car driving down the road	celebrities enjoying a reality show	celebrities loathing a reality show	3
video7320	a scientist is talking about potential earthquakes	a video about a person selling a car	a woman shows how to paint nails	a video about a person fixing a car	the person is drawing a sketch	1
video9178	models are walking down the runway	old pictures of people in building some science labs etc	a guy is holding a guitar	a man is trying to kiss a woman	old pictures of people in teaching field science lab etc	4
video9179	a black man carrying a bag in a hospital	mens running race players running so fast for championship	two people are wrestling	a black man hiding a bag in a hospital	a make up artist applies special effects make up to a man while explaining his techniques	0
video8645	a man reviews his dog figurines	a woman list ingredients for cooking along with the items and a brown sauce	a picture of multiple hamburgers is shown with french fries lying next to one of the burgers	there is a man is shouting with a person	there is a man dining with a person	3
video9173	a woman with curly hair is wearing a yellow shirt	minecraft zombie killed with thrown sword	a man performs on stage sounds with his mouth	a woman with curly hair is holding a yellow shirt	a woman cooks meat on the stove and then adds red onions to the pan	3
video9170	a cat is licking itself	a man talking in front of a logo about swimming	the boy is bycycling on a cycle in a nature farm	bill murray in beach costume on late night talk show	a cat is standing	4
video9171	a man is breaking a roof	spongebob talks to patrick	a man is talking about making it easier for kids to learn while scenes of a school are shown	a man is fixing a roof	a negro man is putting net into the river for getting fish	3
video9177	a woman is crying on a talkshow	several boxes are outside of a truck a fairy godmother appears next to a you lady that is crying on stone bench	a couple on the beach fighting	a woman talking on talkshow	some animated characters are falling	3
video9174	a lady wearing a striped apron preparing a food dish on the stove	a man sleeping inside the vehicle	a woman is rolling doe	a man talking inside the vehicle	a dog is laying down	3
video9175	a video segment shows a soldier at battle	a woman yelling at people then getting a ball thrown at her	a man and woman is kissing in a bed	a man and woman is hugging in a bed	a woman is holding some kind of object	2
video9003	someone is driving a large car through a busy city street	a man cooks shrimp in a skillet then begins to prepare a sauce	michelle phan is doing a contest on her you tube channel	a man is cussing about a ping pong game	a man is giving commentary about a paddle and ball game being played by two men on a table	4
video9379	two older grey men on photos one is a moviestar and the other one was a politician	a child is in class in a cartoon	a woman in a lime green shirt is running down a dirt road through the forest	three men in suits speaking about the business they are working with	three men in suits scream about their boss named Karen	3
video9375	two guys injury each other in a match	an animated player are running in the playgrond	two guys wrestle each other in a match	the man speaks inappropriate languages as he plays the video game	documentary about the university of missouri where many talented people are shown walking and studying	2
video9376	a girl is watching a video	a cartoon boy holds his hands to his face	people are walk their horses on a track	a child is walking with large yellow boots	people are racing horses on a track	4
video9377	a person explains about a electronic device	a couple men dressed up in a city	a man jumps next to a car in the wilderness	a man talks next to a car in the wilderness	a intro to a movie trailer	3
video9371	woman teaches veiwers how to cook	a man had made his car to relax after his tour trip or adventures trip as lonely	a man was pulled over by the police for speeding	horse jockey s racing on a grassy track with an announcer commentating	here the women is peeling the skin of the potatoes by her knife and while doing this she says about he olden days	1
video9372	the ingredients are placed in different bowls in a table	a video panning around a car	a man eats hamburgers	a lady doing some crazy dances	a man grills hamburgers	4
video9373	a band plays on a stage as lights flash and a man sings at a mic	a woman is applying cream on her arm	a woman is throwing away cream on her arm	more pictores are displaye	looking under a car	1
video9432	there is an elephant baby is sleeping with the mother elephant	a man is singing and a woman is dancing provocatively in a music video	there are two people discussing about the game	there is an elephant baby is walking with the mother elephant	patrick and sponebob in minecraft	3
video9430	the man laughs loudly	a hockey player defends a goal	a hockey player scores a goal	a man is eating with chopsticks in the snowy wilderness and another man is calling someone on his phone	a man is jumping around in front of a camera	2
video7022	a fashion show is been conducted and modern girls are walking on the stage	Unattractive women are being chased through town in their skivvies	a person is explaining about some sports events as weight lifting	a man looks at disks in the light to examine hte finish and luster	in a 100 meter race track runners starts running and finishes the line	0
video8809	two kids wrestling in high school	a young male in a orange and blue plaid button up shirt hides to us how to make tortilla soup with sprouted sweet potato chips	various ingredients scroll past along with tools needed for making a meal	a young male in a orange and blue plaid button up shirt teaches us how to make tortilla soup with sprouted sweet potato chips	a videoon replacing the transmission pan gasket	3
video9436	a boy and two girls are singing and drinking together	one old man inside car and talks about traffic	a boy and two girls are singing and dancing together	a lady scientist describes between the man and database	young girl preparing food in a kitchen	2
video7675	a cartoon of a dog dancing	a video where actors hold bones	a game show host designing a game	a game show host hosting a game	two guys are in a gym wrestling during a match	3
video7023	a lady explain how is put the makeup and cosmetics	a boy sings and plays guitar while people dance	someone is driving a beautiful car	a kid playing with a toy in sand	a lady lies about how is put the makeup and cosmetics on	0
video9859	the man wearing a red hat play the guitar as he sing in to the mic	kids playing and running around a gym	a guy is dancing on stage	in the small children is making their beauty tips in very well	a guy falls down on stage	2
video9538	a man talking about something	a man is explaining how to use a program to create movies	a man is playing a video game	a man talks about the problem he s been having in his gsr	a man is explaining how to use a program to watch movies	4
video9194	multiple boys are hugging on the floor	a basketball player is jumping	boy singing and playing guitar in front of judges	multiple boys are wrestling on the floor	there is a man operating a mobile phone	3
video9195	a man discussing a new picture of earth from space	music and advertisement about a website	a man is doing some act	a man criticizing a new picture of earth from space	a lady talking of about some machine in the factory	0
video9196	a live special report where men and women are reporting funny news	a woman talking about tv shows	a live special report where men and women are watching funny news stories	a dog in a colored shirt is sitting on a bed	like a ramp walk in a big building with solid music	0
video9197	a man holds a very large stick	a man is talking to an audience causing them to laugh	boys fighting in water and speaking about something	a man is talking to an audience repelling them due to his poor humor	people fall off bikes when they start to fall apart	1
video9190	there are men wrestling	there are men hugging	a war scene is taking place	an ad for a movie is playing	a person shows how to cook some food	0
video8793	promo for worlds best sports vines	a person is preparing a patty with minced meat and grated cheese	a man is playing a violin very well	someone is showing video graphic	a person is eating a patty with minced meat and grated cheese	1
video9192	a guy filling a cup with water	the beginning of a movie called the food store \( second edition \) produced by encyclopedia britannica films	a person is chopping peppers	a couple talks about their dancing studio	a guy emptying a cup with water	0
video9193	a woman is screaming about hunger games	a woman is talking about hunger games	two skiers in red and yellow climb a snow covered slope	a man discusses the risks of being kidnapped while visiting this desert	spongebob music video animation	1
video8351	fried potatoes are being eaten	a man is hitting a volleyball	the mountains are surrounding and the boats are sailing in the river in the middle of the mountain	the mountains are surrounding and the boats are sinking in the river in the middle of the mountain	a boy is on stage talking to some judges	2
video8350	a woman is talking about a dog who lost his legs	basketball players and cheerleaders sing and dance around	the breeding about the said images animals all are standing on the park	a woman is crying about a dog who lost his legs	video game showing a car moving fast	0
video8353	spacious area for the suv for keeping luggage and good leg space for passangers	a gay guy with pink hair is talking about something	spacious area for the suv for not ensuring luggage and good leg space for passangers	electronic piano playing performance	people are walking on a beach	0
video8352	a man is on the church and going	a lady in a dark dress moves a small table to reveal a peephole	the man was working on the car s hatch	an inhome chef stirs a pot of gravy and mushrooms	an inhome chef pours a pot of gravy and mushrooms	3
video9199	a dog walking down stairs	a boy walking in an road	a man is talking and sitting on the chair with blue shirt	a boy hit by a car in a road	there is a man moving in to the darkness	1
video8357	commercial for disney channel	some people are standing on chairs	some people are sitting on chairs	person is preparing some food	two people are skiing down a snowy hill covered in trees	2
video8431	few woman are doing funny things	rugby players are dashing to each other	a black colored car tumbling very fast leaving other vehicles back	a black colored car racing very fast leaving other vehicles back	a colorful compact car is driving to the tune of children singing	3
video8135	a tall elderly man with a grey suit and blue tie being interviews outside of a swankly looking hotel	a man is sitting in a kitchen	several images of people dying followed by four naked men playing cards at a table	a man is in syria recording the battlefield where helicopters are shooting at their enemies	a man is dancing in a kitchen	4
video7801	a boy is on stage talking to some judges	a girl and man dance in the house	a girl describing about the innerware that she is holding in her hands	a person is starting a red color car and showing all functions	a girl and man sing in the house	1
video8137	a man is holding a cigarette and talking aon stage	a woman performs a song on a tv show while the judges look on	a cartoon woman wakes up	a man is holding a cigarette and dancing on a stage	a man talks about making an avengers movie	0
video7803	a person is commenting on a star wars clip	anchor is debating with a guest about selena gomez	anchor revealing news about selena gomez	women showing chicken breast and adding salt and pepper on it	a sirector describes about his favourite movie to someone	2
video7804	a baby cries while a man talks about a baby monitor	a baby laughs while a man talks about a baby monitor	there is a machine operating someone in factory	people doing a dance rountine at fashion week	a suit man talking about a new movie	0
video7805	person doing a trick on a motorcycle	two woman playing each other	two woman communicating each other	a person sprayed fire extinguisher on a vehicle	this person is making churros	2
video7806	a bunch of people are fooling around and having fun on a beach	man playing a guitar	there is a video game with a dalmatian dog sitting underneath a green gem	a man showing a different way to make planting boxes	a bunch of people are cleaning and working on a beach	0
video8132	this is marvels agents of shield	a woman riding a stroller	kat von is putting on makeup on her face	three cars travel slowly on a road while demonstrating their features	a woman describing a stroller	4
video7808	the boy danced with props	the new car auto trader inroduce this and cry to the man and woman	a man looks at an alternator	the new car auto trader inroduce this and speak the man and woman	lady gaga applause video	3
video8139	a man was feeding a parrot which was singing alone	a group of tourists taking a picture on the road	a man was talking about a parrot which is eating and playing with him	ben stiller talks to a man wearing military gear in a jungle	men are tying nets together	2
video8138	a character carrying a crowbar	a person shows ingredients that s on the counter they poured in an ice tray	hordes of zombies climb on top of one another to reach a flying helicopter	two people on motorbikes are talking	hordes of zombies fall on top of one another to reach a flying helicopter	2
video8795	including a disfigured man with scraggly hair do various things	a man on a stage is talking to an audience	a man on a stage is dancing in front of an audience	a logo in front of a lake	man and woman are having conversation on a sunny day	1
video9998	a news reporter interviews a political candidate on terrorism	a female singing on stage in front of a crowd	a couple talks about their dancing studio	a news reporter notifies a political candidate on terrorism	a man is using tools	0
video9999	a lady is asking the baby girl with a pink outfit with no personalization to let her hear her speak.	a woman on the news is talking about a story	plants vs zombies is being played	the avengers are doing superhero things	a lady is asking the baby girl with a pick outfit on name alyah to let her see her teeth	4
video9994	a chef stands with recipes and some people standing away listens to him	a boy dressed up in a superhero costume sits in a hallway	the celebrations are held in the disnep channel	a person is braiding hair	a boy dressed up in a superhero costume stands in a hallway	4
video9995	a clip of scenes from a muppet babies show	two woman are about to hug	children are eating food	two woman are about to kiss	a video game character is driving a car	3
video9996	spanish horror movie trailer clip	two pony s singing the song from the move frozen	a man in dark clothing walks outside near buildings with clouds in the sky	a person is presenting a motorcycle	a person is riding a motorcycle	3
video9990	man is putting some oil in the salad he made	a superhero was trapped in a well by the mob	a superhero broke free from a cocoon	a girl sitting in the dark room	this is a music viedo	2
video9991	the lady is packing her luggage	a man is singing a song and playing guitor and dancing with others	a person is playing guitar	a man is singing a song and playing guitor and hitting others who are booing him	someone is describing dna force	1
video9992	peoples surfing in the see the man in red and black dress dives in the waves	animated cooking video about making a meatloaf	peoples surfing in the see the man in red and black dress is fallen in the sea and tries to swim back to surfboard	group dancing and exercising to latin music	a man talking of something about the cities in map	0
